Accession	Kingdom	Family	Genus	Species	Molecule_type	Length	Nuc_Completeness	Geo_Location	BioSample	Lat_long	Gene_Description	Host	Host_Disease
GCA_000272245.2	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus 5S-101	dsDNA	5458220	Scaffold	USA:Massachusetts	SAMN02470477		Vibrio splendidus 5S-101 genome		Potential pathogen
GCA_000272265.2	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus FF-500	dsDNA	5858830	Scaffold	USA:Massachusetts	SAMN02470478		Vibrio splendidus FF-500 genome		Potential pathogen
GCA_000272125.2	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus ZF-90	dsDNA	5422260	Scaffold	USA:Massachusetts	SAMN02470501		Vibrio splendidus ZF-90 genome		Potential pathogen
GCA_000272305.2	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus 1S-124	dsDNA	5272750	Scaffold	USA:Massachusetts	SAMN02470502		Vibrio splendidus 1S-124 genome		Potential pathogen
GCA_000287135.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4097730	Scaffold	USA:Massachusetts	SAMN02470510		Vibrio anguillarum genome		Potential pathogen
GCA_000300795.2	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae DCC43	dsDNA	2239000	Contig		SAMN02470721		Lactococcus garvieae DCC43 genome		Potential pathogen
GCA_000257165.1	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum 96F	dsDNA	4062170	Contig	USA:East Coast	SAMN02470770		Vibrio anguillarum 96F genome	Morone saxatilis	Potential pathogen
GCA_000257185.1	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum RV22	dsDNA	4012740	Contig	Spain	SAMN02470771		Vibrio anguillarum RV22 genome	Scophthalmus maximus	Potential pathogen
GCA_000305995.1	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae Tac2	dsDNA	2242860	Contig		SAMN02471886		Lactococcus garvieae Tac2 genome		Potential pathogen
GCA_000236515.3	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae TB25	dsDNA	2008890	Contig		SAMN02471887		Lactococcus garvieae TB25 genome		Potential pathogen
GCA_000236535.3	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae LG9	dsDNA	2082270	Contig		SAMN02471888		Lactococcus garvieae LG9 genome		Potential pathogen
GCA_000305975.1	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae I113	dsDNA	2178730	Contig		SAMN02471889		Lactococcus garvieae I113 genome		Potential pathogen
GCA_000212475.2	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae UNIUD074	dsDNA	2171470	Contig		SAMN02471926		Lactococcus garvieae UNIUD074 genome		Potential pathogen
GCA_000156715.1	Bacteria	Francisellaceae	Francisella	Francisella philomiragia subsp. philomiragia ATCC 25015	dsDNA	1999680	Scaffold		SAMN02595237		Francisella philomiragia subsp. philomiragia ATCC 25015 genome		Potential pathogen
GCA_000407645.1	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae ATCC 49156	dsDNA	1932110	Contig		SAMN02596969		Lactococcus garvieae ATCC 49156 genome		Potential pathogen
GCA_000407125.1	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae ATCC 49156	dsDNA	1950650	Scaffold		SAMN02596969		Lactococcus garvieae ATCC 49156 genome		Potential pathogen
GCA_000146305.1	Bacteria	Hafniaceae	Edwardsiella	Edwardsiella tarda FL6-60	dsDNA	3728801	Complete		SAMN02603331		Edwardsiella tarda FL6-60 genome		Potential pathogen
GCA_000403625.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus iniae SF1	dsDNA	2149840	Complete		SAMN02603405		Streptococcus iniae SF1 genome		Potential pathogen
GCA_000018345.1	Bacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium marinum M	dsDNA	6660140	Complete		SAMN02604327		Mycobacterium marinum M genome		Potential pathogen
GCA_000648525.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus iniae	dsDNA	2070820	Complete	Israel	SAMN02726853	31.30 N 34.45 E	Streptococcus iniae genome		Potential pathogen
GCA_000648555.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus iniae	dsDNA	2070180	Complete	USA:Alabama	SAMN02728459	32.60 N 85.48 W	Streptococcus iniae genome		Potential pathogen
GCA_000741925.1	Bacteria	Francisellaceae	Francisella	Francisella philomiragia	dsDNA	2050880	Scaffold	USA:Utah	SAMN02867630		Francisella philomiragia genome		Potential pathogen
GCA_000222625.2	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus ATCC 33789	dsDNA	4958740	Contig		SAMN02951903		Vibrio splendidus ATCC 33789 genome		Potential pathogen
GCA_000804515.1	Bacteria	Hafniaceae	Edwardsiella	Edwardsiella tarda	dsDNA	3829670	Contig	Norway	SAMN03004776		Edwardsiella tarda genome	European eel	Potential pathogen
GCA_000763535.2	Bacteria	Vibrionaceae	Vibrio	Vibrio coralliilyticus	dsDNA	5732790	Complete	USA:Hawaii, Kaneohe, Oahu	SAMN03010512	21.4597 N 157.8042 W	Vibrio coralliilyticus genome		Potential pathogen
GCA_000833215.1	Bacteria	Francisellaceae	Francisella	Francisella philomiragia	dsDNA	2049710	Complete	USA:Utah, Ogden Bay Refuge	SAMN03013096		Francisella philomiragia genome		Potential pathogen
GCA_000833315.1	Bacteria	Francisellaceae	Francisella	Francisella philomiragia	dsDNA	2033710	Complete	USA:New York	SAMN03023970		Francisella philomiragia genome		Potential pathogen
GCA_000833255.1	Bacteria	Francisellaceae	Francisella	Francisella philomiragia	dsDNA	2152050	Complete	USA:Colorado	SAMN03024266		Francisella philomiragia genome		Potential pathogen
GCA_001660505.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4178300	Contig	Denmark	SAMN03175439		Vibrio anguillarum genome		Potential pathogen
GCA_001990025.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4206200	Contig	Denmark	SAMN03175443		Vibrio anguillarum genome	Oncorhynchus mykiss	Potential pathogen
GCA_001990065.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4286320	Contig	Italy	SAMN03176858		Vibrio anguillarum genome		Potential pathogen
GCA_001990105.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4077300	Contig	Greece	SAMN03177461		Vibrio anguillarum genome		Potential pathogen
GCA_001990045.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4283310	Contig	Denmark	SAMN03177463		Vibrio anguillarum genome	Turbot	Potential pathogen
GCA_001989995.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4129890	Contig	Norway	SAMN03177464		Vibrio anguillarum genome		Potential pathogen
GCA_001990085.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4212890	Contig	Denmark	SAMN03177521		Vibrio anguillarum genome	Oncorhynchus mykiss	Potential pathogen
GCA_001989775.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4072590	Contig	Italy	SAMN03177545		Vibrio anguillarum genome		Potential pathogen
GCA_001989675.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4029010	Contig	Spain	SAMN03177548		Vibrio anguillarum genome	Turbot	Potential pathogen
GCA_001989875.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4057900	Contig		SAMN03177549		Vibrio anguillarum genome	Fish larvae	Potential pathogen
GCA_001989815.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4014340	Contig	United Kingdom	SAMN03177576		Vibrio anguillarum genome	Atlantic salmon	Potential pathogen
GCA_001989855.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4158230	Contig	Germany	SAMN03177577		Vibrio anguillarum genome	Oncorhynchus mykiss	Potential pathogen
GCA_001989735.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4210330	Contig	Norway	SAMN03177582		Vibrio anguillarum genome	Turbot	Potential pathogen
GCA_001989795.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4023230	Contig	USA	SAMN03177691		Vibrio anguillarum genome	Oncorhynchus nerka	Potential pathogen
GCA_003595565.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	3855540	Contig	Chile	SAMN03177729		Vibrio anguillarum genome	Salmo salar	Potential pathogen
GCA_001997225.1	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4182000	Chromosome	Chile	SAMN03177770		Vibrio anguillarum genome		Potential pathogen
GCA_001989695.1	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4203850	Chromosome	Greece	SAMN03177783		Vibrio anguillarum genome		Potential pathogen
GCA_001989895.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	3985580	Contig	Denmark	SAMN03178169		Vibrio anguillarum genome	Oncorhynchus mykiss	Potential pathogen
GCA_001989755.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4287500	Contig	Italy	SAMN03178171		Vibrio anguillarum genome		Potential pathogen
GCA_001989915.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4208470	Contig	Denmark	SAMN03178184		Vibrio anguillarum genome	Oncorhynchus mykiss	Potential pathogen
GCA_001989835.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4088070	Contig	Norway	SAMN03178188		Vibrio anguillarum genome		Potential pathogen
GCA_001989935.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4169670	Contig	Finland	SAMN03178218		Vibrio anguillarum genome	Atlantic salmon	Potential pathogen
GCA_001989715.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4202220	Contig	Finland	SAMN03178219		Vibrio anguillarum genome	Oncorhynchus mykiss	Potential pathogen
GCA_001601935.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2012230	Contig	USA:Point Lookout, Potomac River, Chesapeake Bay, MD	SAMN03299889	38.023786 N 76.322523 W	Streptococcus parauberis genome		Potential pathogen
GCA_001601975.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2016420	Contig	USA:Rappahanock River, VA	SAMN03299890	37.606104 N 76.394621 W	Streptococcus parauberis genome		Potential pathogen
GCA_001601885.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	1999270	Contig	USA:Nanticoke River, MD	SAMN03322817	38.2333 N 75.9247 W	Streptococcus parauberis genome		Potential pathogen
GCA_000967465.2	Bacteria	Vibrionaceae	Vibrio	Vibrio coralliilyticus	dsDNA	5436960	Chromosome	Indian Ocean	SAMN03323806	16.06 S 119.35 E	Vibrio coralliilyticus genome		Potential pathogen
GCA_000967485.1	Bacteria	Vibrionaceae	Vibrio	Vibrio coralliilyticus	dsDNA	5435040	Contig	Indian Ocean	SAMN03323919	16.06 S 119.35 E	Vibrio coralliilyticus genome		Potential pathogen
GCA_001989655.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4376040	Contig	Norway	SAMN03652800		Vibrio anguillarum genome		Potential pathogen
GCA_001998845.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4263610	Contig	Denmark	SAMN03652801		Vibrio anguillarum genome	Oncorhynchus mykiss	Potential pathogen
GCA_001990125.2	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	4231390	Contig	Denmark	SAMN03652808		Vibrio anguillarum genome	Oncorhynchus mykiss	Potential pathogen
GCA_001601895.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2020480	Contig	USA:Point Lookout, Potomac River, Chesapeake Bay, MD	SAMN03856836		Streptococcus parauberis genome		Potential pathogen
GCA_001601925.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	1975830	Contig	USA:Nanticoke River, MD	SAMN03856837		Streptococcus parauberis genome		Potential pathogen
GCA_002770615.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2080370	Contig	USA:NY	SAMN03856838		Streptococcus parauberis genome		Potential pathogen
GCA_002742075.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2107040	Contig	USA:NY	SAMN03856840		Streptococcus parauberis genome		Potential pathogen
GCA_001601965.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2012630	Contig	USA:Rappahanock River, VA	SAMN03956445		Streptococcus parauberis genome		Potential pathogen
GCA_001601995.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2031130	Contig	USA:Rappahanock River, VA	SAMN03956446		Streptococcus parauberis genome		Potential pathogen
GCA_001306195.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5330380	Contig	USA:Bodega Bay	SAMN04017837		Vibrio splendidus genome		Potential pathogen
GCA_001306215.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5895440	Contig	USA:Bodega Bay	SAMN04017838		Vibrio splendidus genome		Potential pathogen
GCA_002918225.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2088270	Contig	USA:NY	SAMN04096269		Streptococcus parauberis genome		Potential pathogen
GCA_001983285.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2011960	Contig	Spain:Galicia	SAMN04231484		Streptococcus parauberis genome		Potential pathogen
GCA_002901045.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2176020	Contig	Finland	SAMN04231514	60.1708 N 24.9375 E	Streptococcus parauberis genome		Potential pathogen
GCA_001558055.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5381870	Contig	Spain:Marbella	SAMN04279309	36.5048476 N 4.8902296 W	Vibrio splendidus genome		Potential pathogen
GCA_001557875.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5292190	Contig	Morocco:Legzira	SAMN04279312	29.4469435 N 10.1169459 W	Vibrio splendidus genome		Potential pathogen
GCA_001557765.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5253430	Contig	Morocco:Legzira	SAMN04279313	29.4469435 N 10.1169459 W	Vibrio splendidus genome		Potential pathogen
GCA_001558015.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5744910	Contig		SAMN04279321		Vibrio splendidus genome		Potential pathogen
GCA_002163795.1	Bacteria	Vibrionaceae	Vibrio	Vibrio anguillarum	dsDNA	3097090	Complete	China	SAMN04631738	36.98719701 N 122.48382568 E	Vibrio anguillarum genome		Potential pathogen
GCA_001691275.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5535900	Scaffold	USA:Massachusetts	SAMN04867921		Vibrio splendidus genome		Potential pathogen
GCA_001645775.1	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae	dsDNA	2068360	Contig	USA:Washington	SAMN04958039		Lactococcus garvieae genome		Potential pathogen
GCA_001676015.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5373980	Contig	USA:CA, Bodega Marine Lab	SAMN05172618		Vibrio splendidus genome	Haliotis rufescens	Potential pathogen
GCA_002249865.1	Bacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium marinum	dsDNA	6254530	Scaffold	China:Guangzhou	SAMN05185376	23.08 N 113.149 E	Mycobacterium marinum genome		Potential pathogen
GCA_002382925.1	Bacteria	Streptococcaceae	Streptococcus	Streptococcus parauberis	dsDNA	2023050	Contig	Spain:Galicia	SAMN05210280		Streptococcus parauberis genome		Potential pathogen
GCA_900114555.1	Bacteria	Streptococcaceae	Lactococcus	Lactococcus garvieae	dsDNA	2160160	Scaffold		SAMN05216438		Lactococcus garvieae genome		Potential pathogen
GCA_001693615.1	Bacteria	Vibrionaceae	Vibrio	Vibrio coralliilyticus	dsDNA	5490010	Complete	Japan:Hiroshima	SAMN05327862		Vibrio coralliilyticus genome	Crassostrea gigas	Potential pathogen
GCA_002875005.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5596070	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05417987		Vibrio splendidus genome		Potential pathogen
GCA_002875065.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5582680	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05417989		Vibrio splendidus genome		Potential pathogen
GCA_002875045.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5479720	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05417990		Vibrio splendidus genome		Potential pathogen
GCA_002875095.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5597080	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05417991		Vibrio splendidus genome		Potential pathogen
GCA_002876465.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5542840	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05417992		Vibrio splendidus genome		Potential pathogen
GCA_002875085.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5543740	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05417993		Vibrio splendidus genome		Potential pathogen
GCA_002875225.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5556090	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418001		Vibrio splendidus genome		Potential pathogen
GCA_002875305.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5602190	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418007		Vibrio splendidus genome		Potential pathogen
GCA_002875345.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5535720	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418012		Vibrio splendidus genome		Potential pathogen
GCA_002875395.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5366080	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418013		Vibrio splendidus genome		Potential pathogen
GCA_002876565.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5356120	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418014		Vibrio splendidus genome		Potential pathogen
GCA_002876645.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5794650	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418019		Vibrio splendidus genome		Potential pathogen
GCA_002875495.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5614490	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418023		Vibrio splendidus genome		Potential pathogen
GCA_002875585.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5366140	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418028		Vibrio splendidus genome		Potential pathogen
GCA_002876785.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5752210	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418040		Vibrio splendidus genome		Potential pathogen
GCA_002876745.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5859040	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418045		Vibrio splendidus genome		Potential pathogen
GCA_002876825.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5932380	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418051		Vibrio splendidus genome		Potential pathogen
GCA_002875995.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5660350	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418058		Vibrio splendidus genome		Potential pathogen
GCA_002876045.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5348960	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418059		Vibrio splendidus genome		Potential pathogen
GCA_002876905.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5820310	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418066		Vibrio splendidus genome		Potential pathogen
GCA_002876945.2	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5627600	Contig	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418069		Vibrio splendidus genome		Potential pathogen
GCA_002877195.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5406410	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418100		Vibrio splendidus genome		Potential pathogen
GCA_002877225.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5412620	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418105		Vibrio splendidus genome		Potential pathogen
GCA_002877315.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5319140	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418112		Vibrio splendidus genome		Potential pathogen
GCA_002877345.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5526770	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418114		Vibrio splendidus genome		Potential pathogen
GCA_002878595.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5346160	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418121		Vibrio splendidus genome		Potential pathogen
GCA_002877525.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5802720	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418127		Vibrio splendidus genome		Potential pathogen
GCA_002872775.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5445210	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418130		Vibrio splendidus genome		Potential pathogen
GCA_002872905.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5423110	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418141		Vibrio splendidus genome		Potential pathogen
GCA_002872895.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5547270	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418142		Vibrio splendidus genome		Potential pathogen
GCA_002874245.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5503790	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418146		Vibrio splendidus genome		Potential pathogen
GCA_002874335.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5392140	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418152		Vibrio splendidus genome		Potential pathogen
GCA_002878555.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5450590	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418165		Vibrio splendidus genome		Potential pathogen
GCA_002878565.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5333250	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418167		Vibrio splendidus genome		Potential pathogen
GCA_002873455.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5373390	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418179		Vibrio splendidus genome		Potential pathogen
GCA_002873485.1	Bacteria	Vibrionaceae	Vibrio	Vibrio splendidus	dsDNA	5315510	Scaffold	USA:Massachusetts, Nahant, Canoe Cove	SAMN05418181		Vibrio splendidus genome		Potential pathogen
